langCode|##|question|##|comments|##|name1|##|name2|##|name3|##|bottomText|##|order
IS|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Hverjar eru helstu hindranir þess að takast á við sálfélagslega áhættu á starfsstöð þinni? Skortur á vitund meðal stjórnar  <br>1 Já  <br> 2 Nei  <br> 9 Ekkert svar<br><br>Spurning til þeirra fyrirtækja sem segja að erfiðara sé að taka á sálfélagslegri áhættu en á öðrum áhættum.</p>|##|110
IT|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Nella sua sede, quali sono gli ostacoli principali nella gestione dei rischi psicosociali? Mancanza di consapevolezza tra i dirigenti  <br>1 Sì  <br> 2 No  <br> 9 Non risponde<br><br>Domanda rivolta alle imprese che riferiscono di considerare i rischi psicosociali più difficili da affrontare rispetto ad altri rischi.</p>|##|110
IT_1|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Nella sua sede, quali sono gli ostacoli principali nella gestione dei rischi psicosociali? Mancanza di consapevolezza tra i dirigenti  <br>1 Sì  <br> 2 No  <br> 9 Non risponde<br><br>Domanda rivolta alle imprese che riferiscono di considerare i rischi psicosociali più difficili da affrontare rispetto ad altri rischi.</p>|##|110
LT|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Kokių pagrindinių kliūčių kyla Jūsų darbovietėje sprendžiant psichosocialinės rizikos problemas? Nepakankamas vadovybės informuotumas  <br>1 Taip  <br> 2 Ne  <br> 9 Neatsakė<br><br>Klausimas, užduotas darbovietėms, kurios pranešė, kad su psichosocialine rizika susijusias problemas spręsti sunkiau nei susijusias su kita rizika.</p>|##|110
LU|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Wat sinn déi gréissten Hindernisser vun der Gestioun vu psychosoziale Risiken an Ärem Betrib? Mangel u Sensibiliséierung bei der Direktioun  <br>1 Jo  <br> 2 Neen  <br> 9 Keng Äntwert<br><br>Fro un déi Betriber, déi uginn, dass psychosozial Risike méi schwéier ze affrontéiere si wéi aner Risiken.</p>|##|110
LV|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Kādi ir galvenie šķēršļi tam, lai cīnītos ar psihosociāliem riskiem jūsu uzņēmumā (iestādē)/ uzņēmuma (iestādes) vienībā? Izpratnes trūkums vadības vidū  <br>1 Jā  <br> 2 Nē  <br> 9 Nav atbildes<br><br>Jautājums, kas uzdots tām iestādēm, kuras ziņo, ka psihosociālos riskus ir grūtāk novērst nekā citus riskus.</p>|##|110
MK|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Кои се главните пречки во справувањето со психосоцијалните ризици во вашиот субјект? Недоволно развиена свест кај раководството  <br>1 Да  <br> 2 Не  <br> 9 Нема одговор<br><br>Прашање што им се поставува на оние деловни единици што известуваат дека психо-социјалните ризици потешко се решаваат од другите ризици.</p>|##|110
MT|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>X'inhuma l-ostakoli prinċipali biex jiġu indirizzati r-riskji psikosoċjali fl-istabbiliment tiegħek? Nuqqas ta' għarfien fost il-maniġment  <br>1 Iva  <br> 2 Le  <br> 9 Mingħajr tweġiba<br><br>Mistoqsija lil dawk l-istabbilimenti li jirrapportaw li r-riskji psikosoċjali huma iktar diffiċli biex jiġu indirizzati minn riskji oħra.</p>|##|110
NL|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Wat zijn in uw vestiging de voornaamste obstakels bij het omgaan met psychosociale risico's ? Gebrek aan bewustzijn bij de directie  <br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord<br><br>Vraag gericht aan vestigingen die melden dat psychosociale risico's moeilijker aan te pakken zijn dan andere risico's.</p>|##|110
NL_1|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Wat zijn in uw vestiging de voornaamste obstakels bij het omgaan met psychosociale risico's ? Gebrek aan bewustzijn bij de directie  <br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord<br><br>Vraag gericht aan vestigingen die melden dat psychosociale risico's moeilijker aan te pakken zijn dan andere risico's.</p>|##|110
NO|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Hva er de viktigste hindringene for å håndtere psykososiale risikoer på arbeidsplassen din? Manglende kunnskap om HMS i ledelsen  <br>1 Ja  <br> 2 Nei  <br> 9 Intet svar<br><br>Spørsmål stilt til organisasjoner som oppgir at psykososiale risikoer er vanskeligere å ta opp enn andre risikoer.</p>|##|110
PL|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Jakie są główne przeszkody w radzeniu sobie z ryzykiem psychospołecznym w Pana/Pani zakładzie? Brak świadomości na temat tych kwestii wśród kadry zarządzającej  <br>1 Tak  <br> 2 Nie  <br> 9 Brak odpowiedzi<br><br>Pytanie zadawane w zakładach, w których odnotowano, że radzenie sobie z zagrożeniami psychospołecznymi jest trudniejsze, niż przeciwdziałanie innym zagrożeniom.</p>|##|110
PT|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Quais são os principais obstáculos a lidar com os riscos psicossociais no seu estabelecimento? Falta de sensibilização da administração  <br>1 Sim  <br> 2 Não  <br> 9 Não responde<br><br>Pergunta colocada aos estabelecimentos que referem que os riscos psicossociais são mais difíceis de gerir do que outros riscos.</p>|##|110
RO|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Care sunt obstacolele principale în abordarea riscurilor psihosociale în instituția dvs? Lipsa conștientizării la nivelul conducerii  <br>1 Da  <br> 2 Nu  <br> 9 Niciun răspuns<br><br>Întrebare adresată instituțiilor care raportează o dificultate mai mare de abordare a riscurilor psihosociale decât a altor riscuri.</p>|##|110
RU_1|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Каковы основные препятствия на пути к снижению психосоциальных рисков в вашем учреждении/ предприятии/ филиале? Недостаточная информированность руководства  <br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br>   <br>Вопрос, задаваемый учреждениям, сообщившим о наличии психосоциальных факторов риска, которые труднее преодолеваемы чем другие факторы риска.</p>|##|110
RU_2|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Каковы основные препятствия, чтобы справиться с психосоциальными рисками в вашем учреждении/ предприятии? Недостаточная информированность руководства  <br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br>   <br>Вопрос, задаваемый учреждениям, сообщившим о наличии психосоциальных факторов риска, которые труднее преодолеваемы чем другие факторы риска.</p>|##|110
RU_3|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Каковы основные препятствия на пути к снижению психосоциальных рисков в вашем учреждении? Недостаточная информированность руководства  <br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br>   <br>Вопрос, задаваемый учреждениям, сообщившим о наличии психосоциальных факторов риска, которые труднее преодолеваемы чем другие факторы риска.</p>|##|110
SK|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Aké sú hlavné prekážky riešenia psychosociálnych rizík vo vašom podniku? Nedostatočné povedomie vedenia  <br>1 Áno  <br> 2 Nie  <br> 9 Žiadna odpoveď<br><br>Otázka položená organizáciám, ktoré uviedli, že psychosociálne riziká sa riešia ťažšie než iné riziká.</p>|##|110
SL|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Katere so glavne ovire pri reševanju psihosocialnih tveganj v vaši poslovni enoti? Pomanjkanje ozaveščenosti med vodilnim kadrom  <br>1 Da  <br> 2 Ne  <br> 9 Brez odgovora<br><br>Vprašanje, zastavljeno poslovnim enotam, ki so navedle, da je psihosocialna tveganja težje reševati kot druga.</p>|##|110
SR|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Koje su glavne prepreke za bavljenje psihosocijalnim rizicima u vašoj ustanovi? Nedostatak svesti o ovom problemu kod rukovodstva.  <br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora<br><br>Pitanje postavljeno ustanovama koje su prijavile da je rešavanje psihosocijalnih rizika teže u poređenju sa ostalim rizicima.</p>|##|110
SV|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Vilka är de största utmaningarna med att hantera psykosociala risker på din arbetsplats? Bristande medvetenhet i ledningen  <br>1 Ja  <br> 2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att psykosociala riskfaktorer är svårare att hantera än andra risker.</p>|##|110
SV_1|##|E3Q308_2|##|only bottom text changed|##||##||##||##|<p>Vilka är de största utmaningarna med att hantera psykosociala risker på din arbetsplats? Bristande medvetenhet i ledningen  <br>1 Ja  <br> 2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att psykosociala riskfaktorer är svårare att hantera än andra risker.</p>|##|110
BG|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Кои са основните пречки пред справянето с психосоциалните рискове във Вашето предприятие? Липса на експертни познания или подкрепа от специалисти</p><p>1 Да  <br>2 Не  <br>9 Без отговор<br>  <br>Въпрос към предприятията, които са посочили, че борбата с психосоциалните рискове е по-трудна от тази с други видове риск.</p>|##|111
CS|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Jaké jsou hlavní překážky pro řešení psychosociálních rizik na vašem pracovišti? Nedostatek odborníků nebo odborné podpory</p><p>1 Ano  <br>2 Ne  <br>9 Bez odpovědi<br>  <br>Otázka položená podnikům, které uvedly, že zvládání psychosociálních rizik je náročnější než zvládání ostatních rizik.</p>|##|111
DA|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Hvad er de primære forhindringer for at håndtere de psykosociale risici, der er på din arbejdsplads? Manglende ekspertise eller specialstøtte  <br>1 Ja  <br>2 Nej  <br>9 Intet svar  <br> <br>Spørgsmål til virksomheder, som indberetter, at psykosociale risici er sværere at håndtere end andre risici.</p>|##|111
DE|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Was sind die größten Hindernisse beim Umgang mit psychosozialen Risiken in Ihrem Betrieb? Mangelndes Fachwissen bzw. mangelnde fachliche Unterstützung  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, dass der Umgang mit psychosozialen Risiken im Vergleich zu anderen Risiken schwieriger ist.</p>|##|111
DE_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Was sind die größten Hindernisse beim Umgang mit psychosozialen Risiken in Ihrem Betrieb? Mangelndes Fachwissen bzw. mangelnde fachliche Unterstützung  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, dass der Umgang mit psychosozialen Risiken im Vergleich zu anderen Risiken schwieriger ist.</p>|##|111
DE_2|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Gestaltet sich der Umgang mit psychosozialen Risiken in Ihrem Betrieb aus einem oder mehreren der folgenden Gründe schwieriger als mit anderen Gesundheitsrisiken? Mangelndes Fachwissen bzw. mangelnde fachliche Unterstützung  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, dass der Umgang mit psychosozialen Risiken im Vergleich zu anderen Risiken schwieriger ist.</p>|##|111
DE_3|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Was sind die grössten Hindernisse beim Umgang mit psychosozialen Risiken in Ihrem Betrieb? Mangelndes Fachwissen bzw. mangelnde fachliche Unterstützung  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, dass der Umgang mit psychosozialen Risiken im Vergleich zu anderen Risiken schwieriger ist.</p>|##|111
EL|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Ποια είναι τα κύρια εμπόδια για την αντιμετώπιση των ψυχοκοινωνικών κινδύνων στον χώρο εργασίας σας; Έλλειψη τεχνογνωσίας ή εξειδικευμένης υποστήριξης  <br>1 Ναι  <br>2 Όχι  <br>9 Καμία απάντηση  <br> <br>Ερώτηση προς τις επιχειρήσεις που αναφέρουν ότι οι ψυχοκοινωνικοί κίνδυνοι είναι πιο δύσκολο να αντιμετωπιστούν σε σχέση με άλλους κινδύνους.</p>|##|111
EL_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Ποια είναι τα κύρια εμπόδια για την αντιμετώπιση των ψυχολογικών κινδύνων στον χώρο εργασίας σας; Έλλειψη τεχνογνωσίας ή εξειδικευμένης υποστήριξης  <br>1 Ναι  <br>2 Όχι  <br>9 Καμία απάντηση  <br> <br>Ερώτηση προς τις επιχειρήσεις που αναφέρουν ότι οι ψυχοκοινωνικοί κίνδυνοι είναι πιο δύσκολο να αντιμετωπιστούν σε σχέση με άλλους κινδύνους.</p>|##|111
EN|##|E3Q308_3|##|only bottom text changed|##|A lack of expertise or specialist support|##|A lack of expertise or specialist support|##|A lack of expertise or specialist support|##|<p id="questionNoteP">What are the main obstacles to dealing with psychosocial risks in your establishment? A lack of expertise or specialist support</p><p>1 Yes  <br>2 No  <br>9 No answer  <br>  <br>Question asked to those establishments that report that psychosocial risks are more difficult to address than other risks.</p>|##|111
EN_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>What are the main obstacles to dealing with  psychosocial risks in your workplace? A lack of expertise or specialist support  <br>1 Yes  <br>2 No  <br>9 No answer  <br> <br>Question asked to those establishments that report that psychosocial risks are more difficult to address than other risks.</p>|##|111
EN_2|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>What are the main obstacles to dealing with psychosocial risks in your establishment? A lack of expertise or specialist support  <br>1 Yes  <br>2 No  <br>9 No answer  <br> <br>Question asked to those establishments that report that psychosocial risks are more difficult to address than other risks.</p>|##|111
ES|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>¿Cuáles son los principales obstáculos para tratar los riesgos psicosociales en su centro de trabajo? Falta de conocimiento experto o apoyo especializado  <br>1 Sí  <br>2 No  <br>9 No contesta  <br> <br>Pregunta realizada a las empresas que indican que los riegos psicosociales son más difíciles de afrontar que otros riesgos.</p>|##|111
ET|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Millised on teie asutuses peamised takistused psühhosotsiaalsete riskidega tegelemisel? Oskusteabe või spetsialistide toe puudumine  <br>1 Jah  <br> 2 Ei   <br> 9 Ei vasta<br><br>Küsimus asutustele, kes teatavad, et psühhosotsiaalsete riskitegurite käsitlemine on raskem kui muude riskide korral.</p>|##|111
FI|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Mitkä ovat suurimmat esteet psykosiaalisten riskien käsittelylle toimipaikassanne?  Asiantuntemuksen tai asiantuntijatuen puute  <br>1 Kyllä   <br> 2 Ei  <br> 9 Ei vastausta<br><br>Kysymys on esitetty toimipaikoille, jotka ovat ilmoittaneet, että psykososiaalisten riskien käsitteleminen on vaikeampaa kuin muiden riskien käsitteleminen.</p>|##|111
FR|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Quels sont les principaux obstacles à la gestion des risques psychosociaux dans votre établissement ? Le manque d’expertise ou de spécialistes  <br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant que les risques psychosociaux sont plus difficiles à gérer que d’autres risques.</p>|##|111
FR_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Quels sont les principaux obstacles à la gestion des risques psychosociaux dans votre établissement ? Le manque d’expertise ou de spécialistes  <br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant que les risques psychosociaux sont plus difficiles à gérer que d’autres risques.</p>|##|111
FR_2|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Quels sont les principaux obstacles à la gestion des risques psychosociaux dans votre établissement ? Le manque d’expertise ou de spécialistes  <br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant que les risques psychosociaux sont plus difficiles à gérer que d’autres risques.</p>|##|111
FR_3|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Quels sont les principaux obstacles à la gestion des risques psychosociaux dans votre établissement ? Le manque d’expertise ou de spécialistes  <br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse<br><br>Question posée aux établissements indiquant que les risques psychosociaux sont plus difficiles à gérer que d’autres risques.</p>|##|111
HR|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Što su glavne prepreke za rješavanje psihosocijalnih rizika u vašoj poslovnoj jedinici? Nedostatak stručnog znanja ili podrške stručnjaka  <br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora<br><br>Pitanje se postavlja poslovnim jedinicama koje su navele da je psihosocijalne rizike teže riješiti nego druge rizike.</p>|##|111
HU|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Mik a fő akadályai annak, hogy a pszicho-szociális kockázatokkal foglalkozzanak a létesítményüknél? A szakértelem vagy a szakmai támogatás hiánya  <br>1 Igen   <br> 2 Nem  <br> 9 Nincs válasz<br><br>Kérdések azoknak a létesítményeknek, amelyek arról számoltak be, hogy a pszichoszociális kockázatokat nehezebb kezelni, mint más kockázatokat.</p>|##|111
IS|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Hverjar eru helstu hindranir þess að takast á við sálfélagslega áhættu á starfsstöð þinni? Skortur á sérfræðiþekkingu eða stuðningi frá sérfræðingum  <br>1 Já  <br> 2 Nei  <br> 9 Ekkert svar<br><br>Spurning til þeirra fyrirtækja sem segja að erfiðara sé að taka á sálfélagslegri áhættu en á öðrum áhættum.</p>|##|111
IT|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Nella sua sede, quali sono gli ostacoli principali nella gestione dei rischi psicosociali? Mancanza di competenze o assistenza specialistica  <br>1 Sì  <br> 2 No  <br> 9 Non risponde<br><br>Domanda rivolta alle imprese che riferiscono di considerare i rischi psicosociali più difficili da affrontare rispetto ad altri rischi.</p>|##|111
IT_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Nella sua sede, quali sono gli ostacoli principali nella gestione dei rischi psicosociali? Mancanza di competenze o assistenza specialistica  <br>1 Sì  <br> 2 No  <br> 9 Non risponde<br><br>Domanda rivolta alle imprese che riferiscono di considerare i rischi psicosociali più difficili da affrontare rispetto ad altri rischi.</p>|##|111
LT|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Kokių pagrindinių kliūčių kyla Jūsų darbovietėje sprendžiant psichosocialinės rizikos problemas? Kompetencijos ar specialistų paramos stoka  <br>1 Taip  <br> 2 Ne  <br> 9 Neatsakė<br><br>Klausimas, užduotas darbovietėms, kurios pranešė, kad su psichosocialine rizika susijusias problemas spręsti sunkiau nei susijusias su kita rizika.</p>|##|111
LU|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Wat sinn déi gréissten Hindernisser vun der Gestioun vu psychosoziale Risiken an Ärem Betrib? Mangel un Expertise oder un Ënnerstëtzung vu Spezialisten  <br>1 Jo  <br> 2 Neen  <br> 9 Keng Äntwert<br><br>Fro un déi Betriber, déi uginn, dass psychosozial Risike méi schwéier ze affrontéiere si wéi aner Risiken.</p>|##|111
LV|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Kādi ir galvenie šķēršļi tam, lai cīnītos ar psihosociāliem riskiem jūsu uzņēmumā (iestādē)/ uzņēmuma (iestādes) vienībā? Zināšanu vai speciālistu atbalsta trūkums  <br>1 Jā  <br> 2 Nē  <br> 9 Nav atbildes<br><br>Jautājums, kas uzdots tām iestādēm, kuras ziņo, ka psihosociālos riskus ir grūtāk novērst nekā citus riskus.</p>|##|111
MK|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Кои се главните пречки во справувањето со психосоцијалните ризици во вашиот субјект? Недостиг на експертиза и стручна поддршка  <br>1 Да  <br> 2 Не  <br> 9 Нема одговор<br><br>Прашање што им се поставува на оние деловни единици што известуваат дека психо-социјалните ризици потешко се решаваат од другите ризици.</p>|##|111
MT|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>X'inhuma l-ostakoli prinċipali biex jiġu indirizzati r-riskji psikosoċjali fl-istabbiliment tiegħek? Nuqqas ta' kompetenza jew appoġġ speċjalizzat  <br>1 Iva  <br> 2 Le  <br> 9 Mingħajr tweġiba<br><br>Mistoqsija lil dawk l-istabbilimenti li jirrapportaw li r-riskji psikosoċjali huma iktar diffiċli biex jiġu indirizzati minn riskji oħra.</p>|##|111
NL|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Wat zijn in uw vestiging de voornaamste obstakels bij het omgaan met psychosociale risico's ? Gebrek aan deskundigheid of ondersteuning door specialisten  <br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord<br><br>Vraag gericht aan vestigingen die melden dat psychosociale risico's moeilijker aan te pakken zijn dan andere risico's.</p>|##|111
NL_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Wat zijn in uw vestiging de voornaamste obstakels bij het omgaan met psychosociale risico's ? Gebrek aan deskundigheid of ondersteuning door specialisten  <br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord<br><br>Vraag gericht aan vestigingen die melden dat psychosociale risico's moeilijker aan te pakken zijn dan andere risico's.</p>|##|111
NO|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Hva er de viktigste hindringene for å håndtere psykososiale risikoer på arbeidsplassen din? Manglende kompetanse eller spesialisthjelp  <br>1 Ja  <br> 2 Nei  <br> 9 Intet svar<br><br>Spørsmål stilt til organisasjoner som oppgir at psykososiale risikoer er vanskeligere å ta opp enn andre risikoer.</p>|##|111
PL|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Jakie są główne przeszkody w radzeniu sobie z ryzykiem psychospołecznym w Pana/Pani zakładzie? Brak specjalistycznej wiedzy lub pomocy  <br>1 Tak  <br> 2 Nie  <br> 9 Brak odpowiedzi<br><br>Pytanie zadawane w zakładach, w których odnotowano, że radzenie sobie z zagrożeniami psychospołecznymi jest trudniejsze, niż przeciwdziałanie innym zagrożeniom.</p>|##|111
PT|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Quais são os principais obstáculos a lidar com os riscos psicossociais no seu estabelecimento? Falta de conhecimentos especializados ou de apoio de especialistas  <br>1 Sim  <br> 2 Não  <br> 9 Não responde<br><br>Pergunta colocada aos estabelecimentos que referem que os riscos psicossociais são mais difíceis de gerir do que outros riscos.</p>|##|111
RO|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Care sunt obstacolele principale în abordarea riscurilor psihosociale în instituția dvs? Lipsa expertizei sau a asistenţei de specialitate  <br>1 Da  <br> 2 Nu  <br> 9 Niciun răspuns<br><br>Întrebare adresată instituțiilor care raportează o dificultate mai mare de abordare a riscurilor psihosociale decât a altor riscuri.</p>|##|111
RU_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Каковы основные препятствия на пути к снижению психосоциальных рисков в вашем учреждении/ предприятии/ филиале? Недостаток опыта или специалистов  <br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br>   <br>Вопрос, задаваемый учреждениям, сообщившим о наличии психосоциальных факторов риска, которые труднее преодолеваемы чем другие факторы риска.</p>|##|111
RU_2|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Каковы основные препятствия, чтобы справиться с психосоциальными рисками в вашем учреждении/ предприятии? Недостаток опыта или специалистов  <br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br>   <br>Вопрос, задаваемый учреждениям, сообщившим о наличии психосоциальных факторов риска, которые труднее преодолеваемы чем другие факторы риска.</p>|##|111
RU_3|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Каковы основные препятствия на пути к снижению психосоциальных рисков в вашем учреждении? Недостаток опыта или специалистов  <br>1 Да  <br> 2 Нет  <br> 9 Нет ответа<br>   <br>Вопрос, задаваемый учреждениям, сообщившим о наличии психосоциальных факторов риска, которые труднее преодолеваемы чем другие факторы риска.</p>|##|111
SK|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Aké sú hlavné prekážky riešenia psychosociálnych rizík vo vašom podniku? Nedostatočná odbornosť alebo podpora odborníkov  <br>1 Áno  <br> 2 Nie  <br> 9 Žiadna odpoveď<br><br>Otázka položená organizáciám, ktoré uviedli, že psychosociálne riziká sa riešia ťažšie než iné riziká.</p>|##|111
SL|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Katere so glavne ovire pri reševanju psihosocialnih tveganj v vaši poslovni enoti? Pomanjkanje strokovnega znanja ali podpore strokovnjakov  <br>1 Da  <br> 2 Ne  <br> 9 Brez odgovora<br><br>Vprašanje, zastavljeno poslovnim enotam, ki so navedle, da je psihosocialna tveganja težje reševati kot druga.</p>|##|111
SR|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Koje su glavne prepreke za bavljenje psihosocijalnim rizicima u vašoj ustanovi? Nedostatak ekspertize ili podrške eksperta  <br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora<br><br>Pitanje postavljeno ustanovama koje su prijavile da je rešavanje psihosocijalnih rizika teže u poređenju sa ostalim rizicima.</p>|##|111
SV|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Vilka är de största utmaningarna med att hantera psykosociala risker på din arbetsplats? Avsaknad av sakkunskap eller specialiststöd  <br>1 Ja  <br> 2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att psykosociala riskfaktorer är svårare att hantera än andra risker.</p>|##|111
SV_1|##|E3Q308_3|##|only bottom text changed|##||##||##||##|<p>Vilka är de största utmaningarna med att hantera psykosociala risker på din arbetsplats? Avsaknad av sakkunskap eller specialiststöd  <br>1 Ja  <br> 2 Nej  <br> 9 Inget svar<br><br>Fråga till de arbetsplatser som rapporterar att psykosociala riskfaktorer är svårare att hantera än andra risker.</p>|##|111
BG|##|E3Q308_4|##|only bottom text changed|##||##||##||##|<p>Кои са основните пречки пред справянето с психосоциалните рискове във Вашето предприятие? Нежелание да се говори открито за тези проблеми</p><p>1 Да  <br>2 Не  <br>9 Без отговор<br>  <br>Въпрос към предприятията, които са посочили, че борбата с психосоциалните рискове е по-трудна от тази с други видове риск.</p>|##|112
CS|##|E3Q308_4|##|only bottom text changed|##||##||##||##|<p>Jaké jsou hlavní překážky pro řešení psychosociálních rizik na vašem pracovišti? Neochota otevřeně o takových tématech hovořit</p><p>1 Ano  <br>2 Ne  <br>9 Bez odpovědi<br>  <br>Otázka položená podnikům, které uvedly, že zvládání psychosociálních rizik je náročnější než zvládání ostatních rizik.</p>|##|112
DA|##|E3Q308_4|##|only bottom text changed|##||##||##||##|<p>Hvad er de primære forhindringer for at håndtere de psykosociale risici, der er på din arbejdsplads? Modvilje mod at tale åbent om disse problemer  <br>1 Ja  <br>2 Nej  <br>9 Intet svar  <br> <br>Spørgsmål til virksomheder, som indberetter, at psykosociale risici er sværere at håndtere end andre risici.</p>|##|112
DE|##|E3Q308_4|##|only bottom text changed|##||##||##||##|<p>Was sind die größten Hindernisse beim Umgang mit psychosozialen Risiken in Ihrem Betrieb? Widerwillen, offen über diese Probleme zu sprechen  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, dass der Umgang mit psychosozialen Risiken im Vergleich zu anderen Risiken schwieriger ist.</p>|##|112
DE_1|##|E3Q308_4|##|only bottom text changed|##||##||##||##|<p>Was sind die größten Hindernisse beim Umgang mit psychosozialen Risiken in Ihrem Betrieb? Widerwillen, offen über diese Probleme zu sprechen  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br> <br>Frage an Betriebe, die angeben, dass der Umgang mit psychosozialen Risiken im Vergleich zu anderen Risiken schwieriger ist.</p>|##|112
