Language|##|QuestionCode|##|Category|##|WebTranslation|##|FullTranslation|##|Note
NL|##|MM252|##|Psychosociale risico’s en het beheer ervan|##|En bestaat er een procedure om met werkgerelateerd geweld om te gaan?|##|En bestaat er een procedure om met werkgerelateerd geweld om te gaan?|##|En bestaat er een procedure om met werkgerelateerd geweld om te gaan?
NL|##|MM253_1|##|Psychosociale risico’s en het beheer ervan|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?: Veranderingen in de werkorganisatie|##|Veranderingen in de werkorganisatie|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?Veranderingen in de werkorganisatie
NL|##|MM253_2|##|Psychosociale risico’s en het beheer ervan|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?: Een herinrichting van de werkplek|##|Een herinrichting van de werkplek|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?Een herinrichting van de werkplek
NL|##|MM253_3|##|Psychosociale risico’s en het beheer ervan|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?: Vertrouwenspersoon of vertrouwelijke begeleiding ingesteld voor werknemers|##|Vertrouwenspersoon of vertrouwelijke begeleiding ingesteld voor werknemers|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?Vertrouwenspersoon of vertrouwelijke begeleiding ingesteld voor werknemers
NL|##|MM253_4|##|Psychosociale risico’s en het beheer ervan|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?: Een conflictoplossende procedure opgezet|##|Een conflictoplossende procedure opgezet|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?Een conflictoplossende procedure opgezet
NL|##|MM253_5|##|Psychosociale risico’s en het beheer ervan|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?: Aanpassing van werktijden|##|Aanpassing van werktijden|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?Aanpassing van werktijden
NL|##|MM253_6|##|Psychosociale risico’s en het beheer ervan|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?: Het aanbieden van opleidingen|##|Het aanbieden van opleidingen|##|Heeft uw vestiging de afegelopen 3 jaar een van de volgende maatregelen genomen om psychosociale risico’s aan te pakken?Het aanbieden van opleidingen
NL|##|MM256|##|Psychosociale risico’s en het beheer ervan|##|Onderneemt uw vestiging iets wanneer individuele werknemers uitermate lange werkdagen maken of onregelmatige uren werken?|##|Onderneemt uw vestiging iets wanneer individuele werknemers uitermate lange werkdagen maken of onregelmatige uren werken?|##|Onderneemt uw vestiging iets wanneer individuele werknemers uitermate lange werkdagen maken of onregelmatige uren werken?
NL|##|MM259|##|Psychosociale risico’s en het beheer ervan|##|Informeert u werknemers over psychosociale risico’s en over het effect ervan op veiligheid en gezondheid?|##|Informeert u werknemers over psychosociale risico’s en over het effect ervan op veiligheid en gezondheid?|##|Informeert u werknemers over psychosociale risico’s en over het effect ervan op veiligheid en gezondheid?
NL|##|MM260|##|Psychosociale risico’s en het beheer ervan|##|Hebt u hen meegedeeld bij wie ze terecht kunnen in geval van werkgerelateerde psychosociale problemen ?|##|Hebt u hen meegedeeld bij wie ze terecht kunnen in geval van werkgerelateerde psychosociale problemen ?|##|Hebt u hen meegedeeld bij wie ze terecht kunnen in geval van werkgerelateerde psychosociale problemen ?
NL|##|MM171_1|##|Prikkels en knelpunten|##|Redenen om veiligheid en gezondheid aan te pakken binnen de vestiging: Het naleven van een wettelijke verplichting|##|Het naleven van een wettelijke verplichting|##|Hoe relevant zijn, binnen uw vestiging, de volgende redenen voor de aanpak van arborisico’s (risico’s op gebied van arbeid, gezondheid en veiligheid op het werk)? Kunt u mij voor elke reden vertellen of het een belangrijke, een minder belangrijke of helemaal geen reden is?Het naleven van een wettelijke verplichting
NL|##|MM171_2|##|Prikkels en knelpunten|##|Redenen om veiligheid en gezondheid aan te pakken binnen de vestiging: Verzoek van werknemers of hun vertegenwoordigers|##|Verzoek van werknemers of hun vertegenwoordigers|##|Hoe relevant zijn, binnen uw vestiging, de volgende redenen voor de aanpak van arborisico’s (risico’s op gebied van arbeid, gezondheid en veiligheid op het werk)? Kunt u mij voor elke reden vertellen of het een belangrijke, een minder belangrijke of helemaal geen reden is?Verzoek van werknemers of hun vertegenwoordigers
NL|##|MM171_3|##|Prikkels en knelpunten|##|Redenen om veiligheid en gezondheid aan te pakken binnen de vestiging: Personeelsbehoud en verzuimbeleid|##|Personeelsbehoud en verzuimbeleid|##|Hoe relevant zijn, binnen uw vestiging, de volgende redenen voor de aanpak van arborisico’s (risico’s op gebied van arbeid, gezondheid en veiligheid op het werk)? Kunt u mij voor elke reden vertellen of het een belangrijke, een minder belangrijke of helemaal geen reden is?Personeelsbehoud en verzuimbeleid
NL|##|MM171_4|##|Prikkels en knelpunten|##|Redenen om veiligheid en gezondheid aan te pakken binnen de vestiging: Economische of prestatiegerelateerde redenen|##|Economische of prestatiegerelateerde redenen|##|Hoe relevant zijn, binnen uw vestiging, de volgende redenen voor de aanpak van arborisico’s (risico’s op gebied van arbeid, gezondheid en veiligheid op het werk)? Kunt u mij voor elke reden vertellen of het een belangrijke, een minder belangrijke of helemaal geen reden is?Economische of prestatiegerelateerde redenen
NL|##|MM171_5|##|Prikkels en knelpunten|##|Redenen om veiligheid en gezondheid aan te pakken binnen de vestiging: Eisen van klanten of bezorgdheid over de reputatie van het bedrijf|##|Eisen van klanten of bezorgdheid over de reputatie van het bedrijf|##|Hoe relevant zijn, binnen uw vestiging, de volgende redenen voor de aanpak van arborisico’s (risico’s op gebied van arbeid, gezondheid en veiligheid op het werk)? Kunt u mij voor elke reden vertellen of het een belangrijke, een minder belangrijke of helemaal geen reden is?Eisen van klanten of bezorgdheid over de reputatie van het bedrijf
NL|##|MM171_6|##|Prikkels en knelpunten|##|Redenen om veiligheid en gezondheid aan te pakken binnen de vestiging: Druk vanwege de Arbeidsinspectie|##|Druk vanwege de Arbeidsinspectie|##|Hoe relevant zijn, binnen uw vestiging, de volgende redenen voor de aanpak van arborisico’s (risico’s op gebied van arbeid, gezondheid en veiligheid op het werk)? Kunt u mij voor elke reden vertellen of het een belangrijke, een minder belangrijke of helemaal geen reden is?Druk vanwege de Arbeidsinspectie
NL|##|MM172_1|##|Prikkels en knelpunten|##|Wat zijn de voornaamste problemen in het aanpakken van veiligheid en gezondheid in uw vestiging? Geef voor elke mogelijkheid aan of het een belangrijk probleem, een onbelangrijk probleem of helemaal geen probleem is.: Een gebrek aan middelen, zoals tijd, personeel of geld|##|Een gebrek aan middelen, zoals tijd, personeel of geld|##|Wat zijn binnen uw vestiging de grootste problemen bij de aanpak van arbo (arbeid, gezondheid en veiligheid)? Gelieve aan te geven of elk van de volgende elementen een groot, een minder groot of helemaal geen probleem is .Een gebrek aan middelen, zoals tijd, personeel of geld
NL|##|MM172_2|##|Prikkels en knelpunten|##|Wat zijn de voornaamste problemen in het aanpakken van veiligheid en gezondheid in uw vestiging? Geef voor elke mogelijkheid aan of het een belangrijk probleem, een onbelangrijk probleem of helemaal geen probleem is.: Een gebrek aan bewustzijn|##|Een gebrek aan bewustzijn|##|Wat zijn binnen uw vestiging de grootste problemen bij de aanpak van arbo (arbeid, gezondheid en veiligheid)? Gelieve aan te geven of elk van de volgende elementen een groot, een minder groot of helemaal geen probleem is .Een gebrek aan bewustzijn
NL|##|MM172_3|##|Prikkels en knelpunten|##|Wat zijn de voornaamste problemen in het aanpakken van veiligheid en gezondheid in uw vestiging? Geef voor elke mogelijkheid aan of het een belangrijk probleem, een onbelangrijk probleem of helemaal geen probleem is.: Een gebrek aan expertise|##|Een gebrek aan expertise|##|Wat zijn binnen uw vestiging de grootste problemen bij de aanpak van arbo (arbeid, gezondheid en veiligheid)? Gelieve aan te geven of elk van de volgende elementen een groot, een minder groot of helemaal geen probleem is .Een gebrek aan expertise
NL|##|MM172_4|##|Prikkels en knelpunten|##|Wat zijn de voornaamste problemen in het aanpakken van veiligheid en gezondheid in uw vestiging? Geef voor elke mogelijkheid aan of het een belangrijk probleem, een onbelangrijk probleem of helemaal geen probleem is.: Een gebrek aan technische ondersteuning of begeleiding|##|Een gebrek aan technische ondersteuning of begeleiding|##|Wat zijn binnen uw vestiging de grootste problemen bij de aanpak van arbo (arbeid, gezondheid en veiligheid)? Gelieve aan te geven of elk van de volgende elementen een groot, een minder groot of helemaal geen probleem is .Een gebrek aan technische ondersteuning of begeleiding
NL|##|MM172_5|##|Prikkels en knelpunten|##|Wat zijn de voornaamste problemen in het aanpakken van veiligheid en gezondheid in uw vestiging? Geef voor elke mogelijkheid aan of het een belangrijk probleem, een onbelangrijk probleem of helemaal geen probleem is.: De bedrijfscultuur|##|De bedrijfscultuur|##|Wat zijn binnen uw vestiging de grootste problemen bij de aanpak van arbo (arbeid, gezondheid en veiligheid)? Gelieve aan te geven of elk van de volgende elementen een groot, een minder groot of helemaal geen probleem is .De bedrijfscultuur
NL|##|MM172_6|##|Prikkels en knelpunten|##|Wat zijn de voornaamste problemen in het aanpakken van veiligheid en gezondheid in uw vestiging? Geef voor elke mogelijkheid aan of het een belangrijk probleem, een onbelangrijk probleem of helemaal geen probleem is.: De gevoeligheid van het probleem|##|De gevoeligheid van het probleem|##|Wat zijn binnen uw vestiging de grootste problemen bij de aanpak van arbo (arbeid, gezondheid en veiligheid)? Gelieve aan te geven of elk van de volgende elementen een groot, een minder groot of helemaal geen probleem is .De gevoeligheid van het probleem
NL|##|MM300|##|Prikkels en knelpunten|##|Vergeleken met andere arborisico’s: is het moeilijker, of minder moeilijk om psychosociale risico’s aan te pakken of is er geen verschil?|##|Vergeleken met andere arborisico’s: is het moeilijker, of minder moeilijk om psychosociale risico’s aan te pakken of is er geen verschil?|##|Vergeleken met andere arborisico’s: is het moeilijker, of minder moeilijk om psychosociale risico’s aan te pakken of is er geen verschil?
NL|##|MM302|##|Prikkels en knelpunten|##|Heeft u gebruik gemaakt van informatie of steun van externe bronnen over hoe men moet omgaan met psychosociale risico’s op het werk?|##|Heeft u gebruik gemaakt van informatie of steun van externe bronnen over hoe men moet omgaan met psychosociale risico’s op het werk?|##|Heeft u gebruik gemaakt van informatie of steun van externe bronnen over hoe men moet omgaan met psychosociale risico’s op het werk?
NL|##|MM303a|##|Prikkels en knelpunten|##|Heeft u extra informatie of ondersteuning nodig over dit onderwerp?|##|Heeft u extra informatie of ondersteuning nodig over dit onderwerp?|##|Heeft u extra informatie of ondersteuning nodig over dit onderwerp?<br><br>Vraag aan organisaties die melden dat zij gebruik maken van informatie of steun van externe bronnen over de wijze van aanpak van psychosociale risico’s op het werk.
NL|##|MM350|##|Medezeggenschap|##|Heeft u een Ondernemingsraad, of Personeelsvertegenwoordiging of een Medezeggenschap Orgaan in deze vestiging?|##|Heeft u een Ondernemingsraad, of Personeelsvertegenwoordiging of een Medezeggenschap Orgaan in deze vestiging?|##|Heeft u een Ondernemingsraad, of Personeelsvertegenwoordiging of een Medezeggenschap Orgaan in deze vestiging?
NL|##|MM351|##|Medezeggenschap|##|En is er een vertegenwoordiging van de vakbond in deze vestiging?|##|En is er een vertegenwoordiging van de vakbond in deze vestiging?|##|En is er een vertegenwoordiging van de vakbond in deze vestiging?
NL|##|MM355all|##|Medezeggenschap|##|Heeft uw organisatie een interne veiligheids- en gezondheidsvertegenwoordiger?|##|Heeft uw organisatie een interne veiligheids- en gezondheidsvertegenwoordiger?|##|Heeft uw organisatie een interne veiligheids- en gezondheidsvertegenwoordiger?<br><br>NL: Is er een lid van de personeelsvertegenwoordiging of het lid van de ondernemingsraad of d Medezeggenschap Orgaan in uw vestiging met een specifieke arbotaak?
NL|##|MM358|##|Medezeggenschap|##|Is er een Commissie voor Veiligheid, Gezondheid en Welzijn of VGW Commissie in uw vestiging?|##|Is er een Commissie voor Veiligheid, Gezondheid en Welzijn of VGW Commissie in uw vestiging?|##|Is er een Commissie voor Veiligheid, Gezondheid en Welzijn of VGW Commissie in uw vestiging?
NO|##|MM150_1|##|HMS-styring|##|Bruk av HMS-tjenester: Bedriftslege|##|Bedriftslege|##|Hvilke arbeidsmiljøtjenester bruker dere, internt eller avtalt eksternt?Bedriftslege
NO|##|MM150_2|##|HMS-styring|##|Bruk av HMS-tjenester: Sikkerhetsekspert|##|Sikkerhetsekspert|##|Hvilke arbeidsmiljøtjenester bruker dere, internt eller avtalt eksternt?Sikkerhetsekspert
NO|##|MM150_3|##|HMS-styring|##|Bruk av HMS-tjenester: Psykolog|##|Psykolog|##|Hvilke arbeidsmiljøtjenester bruker dere, internt eller avtalt eksternt?Psykolog
NO|##|MM150_4|##|HMS-styring|##|Bruk av HMS-tjenester: Ergonom som tar seg av arbeidsplassens innredning|##|Ergonom som tar seg av arbeidsplassens innredning|##|Hvilke arbeidsmiljøtjenester bruker dere, internt eller avtalt eksternt?Ergonom som tar seg av arbeidsplassens innredning
NO|##|MM150_5|##|HMS-styring|##|Bruk av HMS-tjenester: Generell konsulenttjeneste for arbeidsmilø|##|Generell konsulenttjeneste for arbeidsmilø|##|Hvilke arbeidsmiljøtjenester bruker dere, internt eller avtalt eksternt?Generell konsulenttjeneste for arbeidsmilø
NO|##|MM152|##|HMS-styring|##|Foretar dere rutinemessig analyse av årsakene til sykdomsfravær?|##|Foretar dere rutinemessig analyse av årsakene til sykdomsfravær?|##|Foretar dere rutinemessig analyse av årsakene til sykdomsfravær?
NO|##|MM153|##|HMS-styring|##|Har dere tiltak for å hjelpe ansatte som kommer tilbake i arbeid etter lang tids sykefravær?|##|Har dere tiltak for å hjelpe ansatte som kommer tilbake i arbeid etter lang tids sykefravær?|##|Har dere tiltak for å hjelpe ansatte som kommer tilbake i arbeid etter lang tids sykefravær?
NO|##|MM154|##|HMS-styring|##|Blir de ansattes helse regelmessig kontrollert ved legeundersøkelser?|##|Blir de ansattes helse regelmessig kontrollert ved legeundersøkelser?|##|Blir de ansattes helse regelmessig kontrollert ved legeundersøkelser?
NO|##|MM155|##|HMS-styring|##|Har dere en dokumentert politikk, et fastsatt ledelsessystem eller en fastsatt handlingsplan for arbeidsmiljø?|##|Har dere en dokumentert politikk, et fastsatt ledelsessystem eller en fastsatt handlingsplan for arbeidsmiljø?|##|Har dere en dokumentert politikk, et fastsatt ledelsessystem eller en fastsatt handlingsplan for arbeidsmiljø?
NO|##|MM158|##|HMS-styring|##|Blir arbeidsmiljøsaker tatt opp under møter i ledelsen på høyere nivå? Skjer dette regelmessig, fra tid til annen, eller så og si aldri?|##|Blir arbeidsmiljøsaker tatt opp under møter i ledelsen på høyere nivå? Skjer dette regelmessig, fra tid til annen, eller så og si aldri?|##|Blir arbeidsmiljøsaker tatt opp under møter i ledelsen på høyere nivå? Skjer dette regelmessig, fra tid til annen, eller så og si aldri?
NO|##|MM159|##|HMS-styring|##|Generelt sett, hvordan vurderer du involveringen av linjeledere og tilsynspersoner i arbeidsmiljøstyringen? Er involveringen svært stor, ganske stor, ganske liten eller svært liten?|##|Generelt sett, hvordan vurderer du involveringen av linjeledere og tilsynspersoner i arbeidsmiljøstyringen? Er involveringen svært stor, ganske stor, ganske liten eller svært liten?|##|Generelt sett, hvordan vurderer du involveringen av linjeledere og tilsynspersoner i arbeidsmiljøstyringen? Er involveringen svært stor, ganske stor, ganske liten eller svært liten?
NO|##|MM161|##|HMS-styring|##|Blir arbeidsplassene hos dere regelmessig kontrollert når det gjelder sikkerhet og helse, som del av risikovurdering eller lignende?|##|Blir arbeidsplassene hos dere regelmessig kontrollert når det gjelder sikkerhet og helse, som del av risikovurdering eller lignende?|##|Blir arbeidsplassene hos dere regelmessig kontrollert når det gjelder sikkerhet og helse, som del av risikovurdering eller lignende?
NO|##|MM170|##|HMS-styring|##|Har Arbeidstilsynet besøkt virksomheten de siste 3 årene for å sjekke arbeidsmiljøet?|##|Har Arbeidstilsynet besøkt virksomheten de siste 3 årene for å sjekke arbeidsmiljøet?|##|Har Arbeidstilsynet besøkt virksomheten de siste 3 årene for å sjekke arbeidsmiljøet?
NO|##|MM173_1|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Offisielle institutter for arbeidsmiljø|##|Offisielle institutter for arbeidsmiljø|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Offisielle institutter for arbeidsmiljø
NO|##|MM173_2|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: EUs arbeidsmiljøbyrå|##|EUs arbeidsmiljøbyrå|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?EUs arbeidsmiljøbyrå
NO|##|MM173_3|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Interne arbeidsmiljøtjenester|##|Interne arbeidsmiljøtjenester|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Interne arbeidsmiljøtjenester
NO|##|MM173_4|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Arbeidstilsynet|##|Arbeidstilsynet|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Arbeidstilsynet
NO|##|MM173_5|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Arbeidsgiverorganisasjoner|##|Arbeidsgiverorganisasjoner|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Arbeidsgiverorganisasjoner
NO|##|MM173_6|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Fagforeninger|##|Fagforeninger|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Fagforeninger
NO|##|MM173_7|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Helse- og sikkerhetseksperter|##|Helse- og sikkerhetseksperter|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Helse- og sikkerhetseksperter
NO|##|MM173_8|##|HMS-styring|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?: Forsikringsselskaper|##|Forsikringsselskaper|##|Har virksomheten din benyttet informasjon om arbeidsmiljø fra noen av de følgende foretak eller institusjoner?Forsikringsselskaper
NO|##|MM175|##|HMS-styring|##|Kjenner du til den Europeiske arbeidsmiljøuken?|##|Kjenner du til den Europeiske arbeidsmiljøuken?|##|Kjenner du til den Europeiske arbeidsmiljøuken?
NO|##|MM200_1|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Farlige substanser (f.eks. kjemisk, biologisk eller radioaktivt støv)|##|Farlige substanser (f.eks. kjemisk, biologisk eller radioaktivt støv)|##|Kan du si meg om hvert av de fÃ¸lgende forholdene utgjÃ¸r et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Farlige substanser (Intervjuer: om nÃ¸dvendig, forklare: f.eks. kjemisk, biologisk eller radioaktivt stÃ¸v)
NO|##|MM200_2|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Ulykker|##|Ulykker|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?Ulykker
NO|##|MM200_3|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Støy og vibrasjoner|##|Støy og vibrasjoner|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?Støy og vibrasjoner
NO|##|MM200_4|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Muskel- og benplager som smerter i rygg, nakke, armer eller ben|##|Muskel- og benplager som smerter i rygg, nakke, armer eller ben|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?Muskel- og benplager som smerter i rygg, nakke, armer eller ben
NO|##|MM200_5|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Arbeidsrelatert stress|##|Arbeidsrelatert stress|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?Arbeidsrelatert stress
NO|##|MM200_6|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Vold eller trussel om vold|##|Vold eller trussel om vold|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?Vold eller trussel om vold
NO|##|MM200_7|##|HMS-styring|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?: Mobbing eller sjikanering, dvs. misbruk, ydmykelse eller angrep av kolleger eller overordnede|##|Mobbing eller sjikanering, dvs. misbruk, ydmykelse eller angrep av kolleger eller overordnede|##|Kan du si meg om hvert av de følgende forholdene utgjør et viktig tema, et mindre viktig tema eller ikke noe tema i det hele tatt hos dere?Mobbing eller sjikanering, dvs. misbruk, ydmykelse eller angrep av kolleger eller overordnede
NO|##|MM202_1|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Tidspress|##|Tidspress|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Tidspress"
NO|##|MM202_2|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Dårlig kommunikasjon mellom ledelsen og de ansatte|##|Dårlig kommunikasjon mellom ledelsen og de ansatte|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Dårlig kommunikasjon mellom ledelsen og de ansatte"
NO|##|MM202_3|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Dårlig samarbeid mellom kolleger|##|Dårlig samarbeid mellom kolleger|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Dårlig samarbeid mellom kolleger"
NO|##|MM202_4|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Manglende anledning for de ansatte til å kontrollere arbeidets organisering|##|Manglende anledning for de ansatte til å kontrollere arbeidets organisering|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Manglende anledning for de ansatte til å kontrollere arbeidets organisering"
NO|##|MM202_5|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Utrygghet i arbeidet|##|Utrygghet i arbeidet|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Utrygghet i arbeidet"
NO|##|MM202_6|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Omgang med vanskelige kunder, pasienter, elever, osv.|##|Omgang med vanskelige kunder, pasienter, elever, osv.|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Omgang med vanskelige kunder, pasienter, elever, osv."
NO|##|MM202_7|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Problemer i forholdet mellom tilsynspersoner og ansatte|##|Problemer i forholdet mellom tilsynspersoner og ansatte|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Problemer i forholdet mellom tilsynspersoner og ansatte"
NO|##|MM202_8|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Lange eller uregelmessige arbeidsdager|##|Lange eller uregelmessige arbeidsdager|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Lange eller uregelmessige arbeidsdager"
NO|##|MM202_9|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Uklar personalpolitikk|##|Uklar personalpolitikk|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Uklar personalpolitikk"
NO|##|MM202_10|##|Psykososiale risikoer og håndtering av disse|##|Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Diskriminering (for eksempel på grunn av kjønn, alder eller etnisk opprinnelse)|##|Diskriminering (for eksempel på grunn av kjønn, alder eller etnisk opprinnelse)|##|"Flere faktorer kan bidra til stress, vold og sjikanering på arbeidsplassen. Det kan være snakk om måten arbeidet er organisert på og faktorene omtales ofte som ""psykososiale risikoer"". Kan du si meg om noen av de følgende psykososiale risikoer er et problem i din bedrift?: Diskriminering (for eksempel på grunn av kjønn, alder eller etnisk opprinnelse)"
NO|##|MM250|##|Psykososiale risikoer og håndtering av disse|##|Har dere prosedyre for håndtering av arbeidsrelatert stress?|##|Har dere prosedyre for håndtering av arbeidsrelatert stress?|##|Har dere prosedyre for håndtering av arbeidsrelatert stress?
